tarih,yolcu_turu,uyruk,cikis_turu,liman_sinir_kapisi,ziyaretci_sayisi
2022-05-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Zeytinburnu,625
2022-04-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Zeytinburnu,352
2022-03-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Zeytinburnu,435
2022-02-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Zeytinburnu,515
2022-01-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Zeytinburnu,525
2021-12-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Zeytinburnu,510
2021-11-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Zeytinburnu,482
2021-10-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Zeytinburnu,600
2021-09-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Zeytinburnu,629
2021-08-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Zeytinburnu,506
2021-07-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Zeytinburnu,503
2021-06-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Zeytinburnu,489
2021-05-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Zeytinburnu,468
2021-04-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Zeytinburnu,436
2021-03-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Zeytinburnu,546
2021-02-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Zeytinburnu,559
2021-01-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Zeytinburnu,483
2020-12-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Zeytinburnu,454
2020-11-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Zeytinburnu,515
2020-10-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Zeytinburnu,448
2020-09-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Zeytinburnu,539
2020-08-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Zeytinburnu,578
2020-07-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Zeytinburnu,732
2020-06-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Zeytinburnu,698
2020-05-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Zeytinburnu,328
2020-04-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Zeytinburnu,179
2020-03-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Zeytinburnu,389
2020-02-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Zeytinburnu,540
2020-01-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Zeytinburnu,472
2019-12-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Zeytinburnu,466
2019-11-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Zeytinburnu,478
2019-10-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Zeytinburnu,579
2019-09-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Zeytinburnu,576
2019-08-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Zeytinburnu,625
2019-07-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Zeytinburnu,629
2019-06-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Zeytinburnu,550
2019-05-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Zeytinburnu,447
2019-04-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Zeytinburnu,450
2019-03-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Zeytinburnu,502
2019-02-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Zeytinburnu,523
2019-01-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Zeytinburnu,603
2022-10-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,32
2022-09-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,50
2022-08-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,53
2022-07-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,35
2022-06-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,114
2022-05-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,82
2022-04-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,61
2022-03-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,54
2022-02-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,511
2022-01-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,520
2021-12-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,388
2021-11-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,496
2021-10-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,565
2021-09-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,568
2021-08-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,421
2021-07-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,438
2021-06-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,541
2021-05-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,692
2021-04-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,643
2021-03-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,717
2021-02-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,621
2021-01-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,703
2020-12-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,769
2020-11-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,709
2020-10-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,456
2020-09-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,524
2020-08-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,242
2020-07-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,216
2020-06-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,183
2020-05-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,95
2020-04-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,263
2020-03-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,378
2020-02-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,520
2020-01-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,457
2019-12-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,538
2019-11-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,583
2019-10-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,717
2019-09-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,506
2019-08-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,530
2019-07-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,474
2019-06-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,440
2019-05-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,365
2019-04-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,292
2019-03-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,470
2019-02-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,295
2019-01-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,404
2022-10-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Karaköy,509
2022-09-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Karaköy,149
2022-08-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Karaköy,124
2022-07-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Karaköy,292
2022-06-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Karaköy,51
2022-05-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Karaköy,54
2021-11-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Karaköy,1
2022-10-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Sarayburnu,351
2022-09-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Sarayburnu,453
2022-08-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Sarayburnu,235
2022-07-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Sarayburnu,117
2022-06-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Sarayburnu,9
2022-05-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Sarayburnu,2
2022-04-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Sarayburnu,1
2021-09-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Sarayburnu,1
2021-08-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Sarayburnu,0
2021-07-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Sarayburnu,0
2021-06-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Sarayburnu,0
2021-05-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Sarayburnu,0
2021-04-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Sarayburnu,0
2021-03-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Sarayburnu,0
2021-02-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Sarayburnu,0
2021-01-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Sarayburnu,0
2020-12-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Sarayburnu,0
2020-11-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Sarayburnu,0
2020-10-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Sarayburnu,0
2020-09-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Sarayburnu,0
2020-08-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Sarayburnu,0
2020-07-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Sarayburnu,0
2020-06-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Sarayburnu,0
2020-05-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Sarayburnu,0
2020-04-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Sarayburnu,0
2020-03-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Sarayburnu,0
2020-02-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Sarayburnu,0
2020-01-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Sarayburnu,0
2019-12-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Sarayburnu,0
2019-11-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Sarayburnu,71
2019-10-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Sarayburnu,11
2019-09-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Sarayburnu,0
2019-08-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Sarayburnu,1
2019-07-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Sarayburnu,3
2019-06-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Sarayburnu,1
2019-05-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Sarayburnu,0
2019-04-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Sarayburnu,170
2019-03-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Sarayburnu,0
2019-02-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Sarayburnu,0
2019-01-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Sarayburnu,0
2022-10-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Marmara,8
2022-09-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Marmara,2
2022-08-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Marmara,5
2022-05-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Marmara,1
2022-04-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Marmara,1
2022-03-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Marmara,6
2022-02-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Marmara,3
2021-12-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Marmara,3
2021-10-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Marmara,14
2021-09-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Marmara,2
2021-08-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Marmara,1
2021-07-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Marmara,1
2021-06-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Marmara,2
2021-05-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Marmara,19
2021-04-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Marmara,26
2021-03-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Marmara,23
2021-01-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Marmara,2
2020-11-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Marmara,6
2020-10-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Marmara,4
2020-09-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Marmara,4
2020-08-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Marmara,1
2020-07-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Marmara,2
2020-04-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Marmara,0
2020-03-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Marmara,4
2020-02-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Marmara,0
2020-01-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Marmara,6
2019-12-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Marmara,0
2019-11-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Marmara,7
2019-10-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Marmara,20
2019-09-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Marmara,7
2019-08-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Marmara,11
2019-07-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Marmara,0
2019-06-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Marmara,2
2019-05-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Marmara,0
2019-04-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Marmara,35
2019-03-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Marmara,0
2019-02-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Marmara,0
2019-01-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Marmara,0
2022-10-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,569
2022-09-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,513
2022-08-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,650
2022-07-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,511
2022-06-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,538
2022-05-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,410
2022-04-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,626
2022-03-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,495
2022-02-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,612
2022-01-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,753
2021-12-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,422
2021-11-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,665
2021-10-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,942
2021-09-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,589
2021-08-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,728
2021-07-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,593
2021-06-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,570
2021-05-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,634
2021-04-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,725
2021-03-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,712
2021-02-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,288
2021-01-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,408
2020-12-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,245
2020-11-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,257
2020-10-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,288
2020-09-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,256
2020-08-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,237
2020-07-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,278
2020-06-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,228
2020-05-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,407
2020-04-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,397
2020-03-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,166
2020-02-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,266
2020-01-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,450
2019-12-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,243
2019-11-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,306
2019-10-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,334
2019-09-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,190
2019-08-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,200
2019-07-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,261
2019-06-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,322
2019-05-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,365
2019-04-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,257
2019-03-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,294
2019-02-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,253
