tarih,yolcu_turu,uyruk,cikis_turu,liman_sinir_kapisi,ziyaretci_sayisi
2023-12-01,Giden Yolcu,Türkiye,Havalimanı,Atatürk Havalimanı,1604
2023-12-01,Giden Yolcu,Türkiye,Havalimanı,S. Gökçen,324689
2023-12-01,Giden Yolcu,Türkiye,Havalimanı,İstanbul Havalimanı,396257
2023-12-01,Giden Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,85
2024-01-01,Gelen Yolcu,Yabancı,Havalimanı,Atatürk Havalimanı,1301
2024-01-01,Gelen Yolcu,Yabancı,Havalimanı,S. Gökçen,333162
2024-01-01,Gelen Yolcu,Yabancı,Havalimanı,İstanbul Havalimanı,823938
2024-01-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Haydarpaşa,330
2024-01-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Karaköy,900
2024-01-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Sarayburnu,3068
2024-01-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Marmara,0
2024-01-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Tuzla,1462
2024-01-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Pendik,58
2024-01-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Ambarlı,251
2024-01-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Zeytinburnu,1526
2023-12-01,Gelen Yolcu,Yabancı,Havalimanı,Atatürk Havalimanı,1215
2023-12-01,Gelen Yolcu,Yabancı,Havalimanı,S. Gökçen,386521
2023-12-01,Gelen Yolcu,Yabancı,Havalimanı,İstanbul Havalimanı,919253
2023-12-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Haydarpaşa,381
2023-12-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Karaköy,6558
2023-12-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Sarayburnu,1473
2023-12-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Marmara,6
2023-12-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Tuzla,1599
2023-12-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Pendik,90
2023-12-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Ambarlı,251
2023-12-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Zeytinburnu,1359
2023-11-01,Gelen Yolcu,Yabancı,Havalimanı,Atatürk Havalimanı,1419
2023-11-01,Gelen Yolcu,Yabancı,Havalimanı,S. Gökçen,339009
2023-11-01,Gelen Yolcu,Yabancı,Havalimanı,İstanbul Havalimanı,905090
2023-11-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Haydarpaşa,577
2023-11-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Karaköy,36803
2023-11-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Sarayburnu,2581
2023-11-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Marmara,9
2023-11-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Tuzla,1465
2023-11-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Pendik,46
2023-11-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Ambarlı,344
2023-11-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Zeytinburnu,1267
2023-10-01,Gelen Yolcu,Yabancı,Havalimanı,Atatürk Havalimanı,1231
2023-10-01,Gelen Yolcu,Yabancı,Havalimanı,S. Gökçen,421533
2023-10-01,Gelen Yolcu,Yabancı,Havalimanı,İstanbul Havalimanı,1104507
2023-10-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Haydarpaşa,714
2023-10-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Karaköy,69369
2023-10-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Sarayburnu,5501
2023-10-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Marmara,14
2023-10-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Tuzla,1960
2023-10-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Pendik,32
2023-10-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Ambarlı,344
2023-10-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Zeytinburnu,1300
2023-09-01,Gelen Yolcu,Yabancı,Havalimanı,Atatürk Havalimanı,1371
2023-09-01,Gelen Yolcu,Yabancı,Havalimanı,S. Gökçen,422240
2023-09-01,Gelen Yolcu,Yabancı,Havalimanı,İstanbul Havalimanı,1163196
2023-09-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Haydarpaşa,571
2023-09-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Karaköy,36745
2023-09-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Sarayburnu,4139
2023-09-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Marmara,37
2023-09-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Tuzla,1835
2023-09-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Pendik,38
2023-09-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Ambarlı,344
2023-09-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Zeytinburnu,1447
2023-08-01,Gelen Yolcu,Yabancı,Havalimanı,Atatürk Havalimanı,1501
2023-08-01,Gelen Yolcu,Yabancı,Havalimanı,S. Gökçen,462575
2023-08-01,Gelen Yolcu,Yabancı,Havalimanı,İstanbul Havalimanı,1235473
2023-08-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Haydarpaşa,216
2023-08-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Karaköy,39249
2023-08-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Sarayburnu,4522
2023-08-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Marmara,28
2023-08-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Tuzla,1691
2023-08-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Pendik,40
2023-08-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Ambarlı,365
2023-08-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Zeytinburnu,1951
2023-07-01,Gelen Yolcu,Yabancı,Havalimanı,Atatürk Havalimanı,1642
2023-07-01,Gelen Yolcu,Yabancı,Havalimanı,S. Gökçen,517429
2023-07-01,Gelen Yolcu,Yabancı,Havalimanı,İstanbul Havalimanı,1304345
2023-07-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Haydarpaşa,240
2023-07-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Karaköy,42520
2023-07-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Sarayburnu,2926
2023-07-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Marmara,39
2023-07-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Tuzla,1846
2023-07-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Pendik,30
2023-07-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Ambarlı,361
2023-07-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Zeytinburnu,1719
2023-06-01,Gelen Yolcu,Yabancı,Havalimanı,Atatürk Havalimanı,1473
2023-06-01,Gelen Yolcu,Yabancı,Havalimanı,S. Gökçen,444270
2023-06-01,Gelen Yolcu,Yabancı,Havalimanı,İstanbul Havalimanı,1138489
2023-06-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Haydarpaşa,299
2023-06-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Karaköy,37739
2023-06-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Sarayburnu,1096
2023-06-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Marmara,33
2023-06-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Tuzla,1776
2023-06-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Pendik,35
2023-06-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Ambarlı,308
2023-06-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Zeytinburnu,1539
2023-05-01,Gelen Yolcu,Yabancı,Havalimanı,Atatürk Havalimanı,1171
2023-05-01,Gelen Yolcu,Yabancı,Havalimanı,S. Gökçen,408366
2023-05-01,Gelen Yolcu,Yabancı,Havalimanı,İstanbul Havalimanı,1058394
2023-05-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Haydarpaşa,279
2023-05-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Karaköy,31618
2023-05-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Sarayburnu,2164
2023-05-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Marmara,19
2023-05-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Tuzla,2100
2023-05-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Pendik,62
2023-05-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Ambarlı,284
2023-05-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Zeytinburnu,1491
2023-04-01,Gelen Yolcu,Yabancı,Havalimanı,Atatürk Havalimanı,1098
2023-04-01,Gelen Yolcu,Yabancı,Havalimanı,S. Gökçen,376478
2023-04-01,Gelen Yolcu,Yabancı,Havalimanı,İstanbul Havalimanı,885226
2023-04-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Haydarpaşa,642
2023-04-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Karaköy,22373
2023-04-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Sarayburnu,752
2023-04-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Marmara,25
2023-04-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Tuzla,1665
2023-04-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Pendik,49
2023-04-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Ambarlı,326
2023-04-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Zeytinburnu,1269
2023-03-01,Gelen Yolcu,Yabancı,Havalimanı,Atatürk Havalimanı,1032
2023-03-01,Gelen Yolcu,Yabancı,Havalimanı,S. Gökçen,348888
2023-03-01,Gelen Yolcu,Yabancı,Havalimanı,İstanbul Havalimanı,845671
2023-03-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Haydarpaşa,712
2023-03-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Karaköy,6939
2023-03-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Sarayburnu,0
2023-03-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Marmara,5
2023-03-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Tuzla,1870
2023-03-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Pendik,59
2023-03-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Ambarlı,306
2023-03-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Zeytinburnu,1288
2023-02-01,Gelen Yolcu,Yabancı,Havalimanı,Atatürk Havalimanı,1131
2023-02-01,Gelen Yolcu,Yabancı,Havalimanı,S. Gökçen,307187
2023-02-01,Gelen Yolcu,Yabancı,Havalimanı,İstanbul Havalimanı,771909
2023-02-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Haydarpaşa,596
2023-02-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Karaköy,0
2023-02-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Sarayburnu,0
2023-02-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Marmara,8
2023-02-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Tuzla,1856
2023-02-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Pendik,54
2023-02-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Ambarlı,274
2023-02-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Zeytinburnu,1018
2023-01-01,Gelen Yolcu,Yabancı,Havalimanı,Atatürk Havalimanı,1207
2023-01-01,Gelen Yolcu,Yabancı,Havalimanı,S. Gökçen,336661
2023-01-01,Gelen Yolcu,Yabancı,Havalimanı,İstanbul Havalimanı,846231
2023-01-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Haydarpaşa,342
2023-01-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Karaköy,793
2023-01-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Sarayburnu,1452
2023-01-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Marmara,12
2023-01-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Tuzla,1848
2023-01-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Pendik,60
2023-01-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Ambarlı,203
2023-01-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Zeytinburnu,1018
2022-12-01,Gelen Yolcu,Yabancı,Havalimanı,Atatürk Havalimanı,1152
2022-12-01,Gelen Yolcu,Yabancı,Havalimanı,S. Gökçen,370860
2022-12-01,Gelen Yolcu,Yabancı,Havalimanı,İstanbul Havalimanı,925519
2022-12-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Haydarpaşa,546
2022-12-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Karaköy,2489
2022-12-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Sarayburnu,457
2022-12-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Marmara,19
2022-12-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Tuzla,1807
2022-12-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Pendik,61
2022-12-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Ambarlı,248
2022-12-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Zeytinburnu,1094
2022-11-01,Gelen Yolcu,Yabancı,Havalimanı,Atatürk Havalimanı,1410
2022-11-01,Gelen Yolcu,Yabancı,Havalimanı,S. Gökçen,363427
2022-11-01,Gelen Yolcu,Yabancı,Havalimanı,İstanbul Havalimanı,958434
2022-11-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Haydarpaşa,682
2022-11-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Karaköy,13239
2022-11-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Sarayburnu,1564
2022-11-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Marmara,16
2022-11-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Tuzla,1832
2022-11-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Pendik,83
2022-11-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Ambarlı,187
2022-11-01,Gelen Yolcu,Yabancı,Liman/Sınır Kapısı,Zeytinburnu,1074
2024-01-01,Gelen Yolcu,Türkiye,Havalimanı,Atatürk Havalimanı,1614
2024-01-01,Gelen Yolcu,Türkiye,Havalimanı,S. Gökçen,323559
2024-01-01,Gelen Yolcu,Türkiye,Havalimanı,İstanbul Havalimanı,409676
2024-01-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,119
2024-01-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Karaköy,1
2024-01-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Sarayburnu,165
2024-01-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Marmara,0
2024-01-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,524
2024-01-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Pendik,509
2024-01-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Ambarlı,1020
2024-01-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Zeytinburnu,863
2023-12-01,Gelen Yolcu,Türkiye,Havalimanı,Atatürk Havalimanı,1727
2023-12-01,Gelen Yolcu,Türkiye,Havalimanı,S. Gökçen,324195
2023-12-01,Gelen Yolcu,Türkiye,Havalimanı,İstanbul Havalimanı,412700
2023-12-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,91
2023-12-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Karaköy,203
2023-12-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Sarayburnu,138
2023-12-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Marmara,4
2023-12-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,580
2023-12-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Pendik,505
2023-12-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Ambarlı,1203
2023-12-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Zeytinburnu,841
2023-11-01,Gelen Yolcu,Türkiye,Havalimanı,Atatürk Havalimanı,1937
2023-11-01,Gelen Yolcu,Türkiye,Havalimanı,S. Gökçen,302180
2023-11-01,Gelen Yolcu,Türkiye,Havalimanı,İstanbul Havalimanı,414497
2023-11-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,352
2023-11-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Karaköy,50
2023-11-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Sarayburnu,201
2023-11-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Marmara,0
2023-11-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,532
2023-11-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Pendik,583
2023-11-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Ambarlı,1115
2023-11-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Zeytinburnu,766
2023-10-01,Gelen Yolcu,Türkiye,Havalimanı,Atatürk Havalimanı,1373
2023-10-01,Gelen Yolcu,Türkiye,Havalimanı,S. Gökçen,268709
2023-10-01,Gelen Yolcu,Türkiye,Havalimanı,İstanbul Havalimanı,390668
2023-10-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,363
2023-10-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Karaköy,186
2023-10-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Sarayburnu,138
2023-10-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Marmara,15
2023-10-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,415
2023-10-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Pendik,704
2023-10-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Ambarlı,1128
2023-10-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Zeytinburnu,854
2023-09-01,Gelen Yolcu,Türkiye,Havalimanı,Atatürk Havalimanı,1540
2023-09-01,Gelen Yolcu,Türkiye,Havalimanı,S. Gökçen,258253
2023-09-01,Gelen Yolcu,Türkiye,Havalimanı,İstanbul Havalimanı,400551
2023-09-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,104
2023-09-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Karaköy,46
2023-09-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Sarayburnu,250
2023-09-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Marmara,9
2023-09-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,583
2023-09-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Pendik,490
2023-09-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Ambarlı,1209
2023-09-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Zeytinburnu,950
2023-08-01,Gelen Yolcu,Türkiye,Havalimanı,Atatürk Havalimanı,1496
2023-08-01,Gelen Yolcu,Türkiye,Havalimanı,S. Gökçen,247102
2023-08-01,Gelen Yolcu,Türkiye,Havalimanı,İstanbul Havalimanı,390342
2023-08-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,168
2023-08-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Karaköy,32
2023-08-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Sarayburnu,129
2023-08-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Marmara,4
2023-08-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,563
2023-08-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Pendik,560
2023-08-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Ambarlı,1021
2023-08-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Zeytinburnu,1008
2023-07-01,Gelen Yolcu,Türkiye,Havalimanı,Atatürk Havalimanı,1746
2023-07-01,Gelen Yolcu,Türkiye,Havalimanı,S. Gökçen,296711
2023-07-01,Gelen Yolcu,Türkiye,Havalimanı,İstanbul Havalimanı,510883
2023-07-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,182
2023-07-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Karaköy,131
2023-07-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Sarayburnu,136
2023-07-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Marmara,8
2023-07-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,507
2023-07-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Pendik,662
2023-07-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Ambarlı,1036
2023-07-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Zeytinburnu,1053
2023-06-01,Gelen Yolcu,Türkiye,Havalimanı,Atatürk Havalimanı,1316
2023-06-01,Gelen Yolcu,Türkiye,Havalimanı,S. Gökçen,288670
2023-06-01,Gelen Yolcu,Türkiye,Havalimanı,İstanbul Havalimanı,433464
2023-06-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,239
2023-06-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Karaköy,347
2023-06-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Sarayburnu,0
2023-06-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Marmara,41
2023-06-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,535
2023-06-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Pendik,631
2023-06-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Ambarlı,1159
2023-06-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Zeytinburnu,960
2023-05-01,Gelen Yolcu,Türkiye,Havalimanı,Atatürk Havalimanı,1178
2023-05-01,Gelen Yolcu,Türkiye,Havalimanı,S. Gökçen,274949
2023-05-01,Gelen Yolcu,Türkiye,Havalimanı,İstanbul Havalimanı,421378
2023-05-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,83
2023-05-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Karaköy,107
2023-05-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Sarayburnu,137
2023-05-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Marmara,4
2023-05-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,502
2023-05-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Pendik,715
2023-05-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Ambarlı,1173
2023-05-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Zeytinburnu,1130
2023-04-01,Gelen Yolcu,Türkiye,Havalimanı,Atatürk Havalimanı,1063
2023-04-01,Gelen Yolcu,Türkiye,Havalimanı,S. Gökçen,243351
2023-04-01,Gelen Yolcu,Türkiye,Havalimanı,İstanbul Havalimanı,380483
2023-04-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,60
2023-04-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Karaköy,43
2023-04-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Sarayburnu,2
2023-04-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Marmara,5
2023-04-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,403
2023-04-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Pendik,681
2023-04-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Ambarlı,1089
2023-04-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Zeytinburnu,1023
2023-03-01,Gelen Yolcu,Türkiye,Havalimanı,Atatürk Havalimanı,1047
2023-03-01,Gelen Yolcu,Türkiye,Havalimanı,S. Gökçen,247256
2023-03-01,Gelen Yolcu,Türkiye,Havalimanı,İstanbul Havalimanı,355984
2023-03-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,34
2023-03-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Karaköy,2
2023-03-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Sarayburnu,0
2023-03-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Marmara,7
2023-03-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,557
2023-03-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Pendik,909
2023-03-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Ambarlı,1269
2023-03-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Zeytinburnu,1153
2023-02-01,Gelen Yolcu,Türkiye,Havalimanı,Atatürk Havalimanı,955
2023-02-01,Gelen Yolcu,Türkiye,Havalimanı,S. Gökçen,213211
2023-02-01,Gelen Yolcu,Türkiye,Havalimanı,İstanbul Havalimanı,341207
2023-02-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,29
2023-02-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Karaköy,0
2023-02-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Sarayburnu,0
2023-02-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Marmara,2
2023-02-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Tuzla,381
2023-02-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Pendik,750
2023-02-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Ambarlı,680
2023-02-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Zeytinburnu,1044
2023-01-01,Gelen Yolcu,Türkiye,Havalimanı,Atatürk Havalimanı,1293
2023-01-01,Gelen Yolcu,Türkiye,Havalimanı,S. Gökçen,230408
2023-01-01,Gelen Yolcu,Türkiye,Havalimanı,İstanbul Havalimanı,352214
2023-01-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Haydarpaşa,18
2023-01-01,Gelen Yolcu,Türkiye,Liman/Sınır Kapısı,Karaköy,0
