tarih,havalimani,hat,yolcu_sayisi
2022-10-01,Zafer,İç,2105
2022-10-01,Zonguldak Çaycuma,İç,1266
2022-10-01,Çanakkale,İç,19410
2022-10-01,İstanbul,İç,1369116
2022-10-01,İstanbul Atatürk,İç,0
2022-10-01,İstanbul Sabiha Gökçen,İç,1346883
2022-10-01,İzmir Adnan Menderes,İç,505892
2022-10-01,Şanlıurfa GAP,İç,58984
2022-10-01,Şırnak,İç,19754
2022-09-01,Adana,İç,271733
2022-09-01,Adıyaman,İç,17863
2022-09-01,Alanya Gazipaşa,İç,40316
2022-09-01,Amasya Merzifon,İç,5199
2022-09-01,Ankara Esenboğa,İç,571826
2022-09-01,Antalya,İç,556150
2022-09-01,Aydın,İç,0
2022-09-01,Ağrı,İç,19124
2022-09-01,Balıkesir Edremit,İç,21440
2022-09-01,Balıkesir Merkez,İç,0
2022-09-01,Batman,İç,32824
2022-09-01,Bingöl,İç,12676
2022-09-01,Bursa Yenişehir,İç,8367
2022-09-01,Denizli Çardak,İç,26517
2022-09-01,Diyarbakır,İç,136839
2022-09-01,Elazığ,İç,52086
2022-09-01,Erzincan,İç,24578
2022-09-01,Erzurum,İç,72928
2022-09-01,Eskişehir,İç,0
2022-09-01,Gaziantep,İç,179210
2022-09-01,Gökçeada,İç,0
2022-09-01,Hakkari Yüksekova,İç,12446
2022-09-01,Hatay,İç,75763
2022-09-01,Isparta,İç,3301
2022-09-01,Iğdır,İç,16070
2022-09-01,Kahramanmaraş,İç,17654
2022-09-01,Kars,İç,32651
2022-09-01,Kastamonu,İç,3448
2022-09-01,Kayseri,İç,164488
2022-09-01,Kocaeli,İç,0
2022-09-01,Konya,İç,54708
2022-09-01,Malatya,İç,57481
2022-09-01,Mardin,İç,46331
2022-09-01,Muğla Dalaman,İç,193745
2022-09-01,Muğla Milas-Bodrum,İç,255789
2022-09-01,Muş,İç,26798
2022-09-01,Nevşehir Kapadokya,İç,40968
2022-09-01,Ordu-Giresun,İç,73670
2022-09-01,Rize-Artvin,İç,65483
2022-09-01,Samsun Çarşamba,İç,79099
2022-09-01,Siirt,İç,5794
2022-09-01,Sinop,İç,6116
2022-09-01,Sivas,İç,30656
2022-09-01,Tekirdağ Çorlu,İç,2555
2022-09-01,Tokat,İç,9106
2022-09-01,Trabzon,İç,221525
2022-09-01,Uşak,İç,0
2022-09-01,Van,İç,127594
2022-09-01,Zafer,İç,2110
2022-09-01,Zonguldak Çaycuma,İç,1558
2022-09-01,Çanakkale,İç,19530
2022-09-01,İstanbul,İç,1531219
2022-09-01,İstanbul Atatürk,İç,0
2022-09-01,İstanbul Sabiha Gökçen,İç,1350654
2022-09-01,İzmir Adnan Menderes,İç,520008
2022-09-01,Şanlıurfa GAP,İç,58164
2022-09-01,Şırnak,İç,23232
2022-08-01,Adana,İç,278440
2022-08-01,Adıyaman,İç,18917
2022-08-01,Alanya Gazipaşa,İç,48126
2022-08-01,Amasya Merzifon,İç,8045
2022-08-01,Ankara Esenboğa,İç,634782
2022-08-01,Antalya,İç,605168
2022-08-01,Aydın,İç,0
2022-08-01,Ağrı,İç,21400
2022-08-01,Balıkesir Edremit,İç,33546
2022-08-01,Balıkesir Merkez,İç,0
2022-08-01,Batman,İç,34710
2022-08-01,Bingöl,İç,14761
2022-08-01,Bursa Yenişehir,İç,9697
2022-08-01,Denizli Çardak,İç,27590
2022-08-01,Diyarbakır,İç,134975
2022-08-01,Elazığ,İç,59486
2022-08-01,Erzincan,İç,33185
2022-08-01,Erzurum,İç,70216
2022-08-01,Eskişehir,İç,456
2022-08-01,Gaziantep,İç,184402
2022-08-01,Gökçeada,İç,0
2022-08-01,Hakkari Yüksekova,İç,11841
2022-08-01,Hatay,İç,87087
2022-08-01,Isparta,İç,2604
2022-08-01,Iğdır,İç,25574
2022-08-01,Kahramanmaraş,İç,19208
2022-08-01,Kars,İç,38362
2022-08-01,Kastamonu,İç,4508
2022-08-01,Kayseri,İç,165816
2022-08-01,Kocaeli,İç,0
2022-08-01,Konya,İç,73535
2022-08-01,Malatya,İç,61667
2022-08-01,Mardin,İç,48537
2022-08-01,Muğla Dalaman,İç,234211
2022-08-01,Muğla Milas-Bodrum,İç,331644
2022-08-01,Muş,İç,36324
2022-08-01,Nevşehir Kapadokya,İç,38990
2022-08-01,Ordu-Giresun,İç,87217
2022-08-01,Rize-Artvin,İç,81718
2022-08-01,Samsun Çarşamba,İç,93180
2022-08-01,Siirt,İç,5988
2022-08-01,Sinop,İç,8297
2022-08-01,Sivas,İç,35451
2022-08-01,Tekirdağ Çorlu,İç,3562
2022-08-01,Tokat,İç,10395
2022-08-01,Trabzon,İç,286638
2022-08-01,Uşak,İç,0
2022-08-01,Van,İç,107017
2022-08-01,Zafer,İç,2839
2022-08-01,Zonguldak Çaycuma,İç,1864
2022-08-01,Çanakkale,İç,20756
2022-08-01,İstanbul,İç,1737301
2022-08-01,İstanbul Atatürk,İç,0
2022-08-01,İstanbul Sabiha Gökçen,İç,1536881
2022-08-01,İzmir Adnan Menderes,İç,555836
2022-08-01,Şanlıurfa GAP,İç,55144
2022-08-01,Şırnak,İç,25746
2022-07-01,Adana,İç,288706
2022-07-01,Adıyaman,İç,19024
2022-07-01,Alanya Gazipaşa,İç,44895
2022-07-01,Amasya Merzifon,İç,7604
2022-07-01,Ankara Esenboğa,İç,597168
2022-07-01,Antalya,İç,616369
2022-07-01,Aydın,İç,0
2022-07-01,Ağrı,İç,20201
2022-07-01,Balıkesir Edremit,İç,37025
2022-07-01,Balıkesir Merkez,İç,0
2022-07-01,Batman,İç,35628
2022-07-01,Bingöl,İç,12150
2022-07-01,Bursa Yenişehir,İç,9868
2022-07-01,Denizli Çardak,İç,33156
2022-07-01,Diyarbakır,İç,138040
2022-07-01,Elazığ,İç,68706
2022-07-01,Erzincan,İç,31549
2022-07-01,Erzurum,İç,67807
2022-07-01,Eskişehir,İç,0
2022-07-01,Gaziantep,İç,175352
2022-07-01,Gökçeada,İç,0
2022-07-01,Hakkari Yüksekova,İç,12490
2022-07-01,Hatay,İç,77770
2022-07-01,Isparta,İç,4319
2022-07-01,Iğdır,İç,26513
2022-07-01,Kahramanmaraş,İç,14856
2022-07-01,Kars,İç,39951
2022-07-01,Kastamonu,İç,4928
2022-07-01,Kayseri,İç,170578
2022-07-01,Kocaeli,İç,0
2022-07-01,Konya,İç,65413
2022-07-01,Malatya,İç,61539
2022-07-01,Mardin,İç,55116
2022-07-01,Muğla Dalaman,İç,233209
2022-07-01,Muğla Milas-Bodrum,İç,331086
2022-07-01,Muş,İç,35900
2022-07-01,Nevşehir Kapadokya,İç,39277
2022-07-01,Ordu-Giresun,İç,83503
2022-07-01,Rize-Artvin,İç,75393
2022-07-01,Samsun Çarşamba,İç,96669
2022-07-01,Siirt,İç,6743
2022-07-01,Sinop,İç,8402
2022-07-01,Sivas,İç,36545
2022-07-01,Tekirdağ Çorlu,İç,3594
2022-07-01,Tokat,İç,10561
2022-07-01,Trabzon,İç,271660
2022-07-01,Uşak,İç,0
2022-07-01,Van,İç,99472
2022-07-01,Zafer,İç,2735
2022-07-01,Zonguldak Çaycuma,İç,2238
2022-07-01,Çanakkale,İç,15297
2022-07-01,İstanbul,İç,1754766
2022-07-01,İstanbul Atatürk,İç,0
2022-07-01,İstanbul Sabiha Gökçen,İç,1524490
2022-07-01,İzmir Adnan Menderes,İç,551353
2022-07-01,Şanlıurfa GAP,İç,55119
2022-07-01,Şırnak,İç,28567
2022-06-01,Adana,İç,284233
2022-06-01,Adıyaman,İç,16020
2022-06-01,Alanya Gazipaşa,İç,49463
2022-06-01,Amasya Merzifon,İç,7519
2022-06-01,Ankara Esenboğa,İç,560652
2022-06-01,Antalya,İç,572064
2022-06-01,Aydın,İç,0
2022-06-01,Ağrı,İç,16216
2022-06-01,Balıkesir Edremit,İç,23090
2022-06-01,Balıkesir Merkez,İç,0
2022-06-01,Batman,İç,36222
2022-06-01,Bingöl,İç,12667
2022-06-01,Bursa Yenişehir,İç,8671
2022-06-01,Denizli Çardak,İç,31044
2022-06-01,Diyarbakır,İç,143663
2022-06-01,Elazığ,İç,55879
2022-06-01,Erzincan,İç,30171
2022-06-01,Erzurum,İç,66819
2022-06-01,Eskişehir,İç,0
2022-06-01,Gaziantep,İç,180403
2022-06-01,Gökçeada,İç,0
2022-06-01,Hakkari Yüksekova,İç,11778
2022-06-01,Hatay,İç,82686
2022-06-01,Isparta,İç,3430
2022-06-01,Iğdır,İç,24155
2022-06-01,Kahramanmaraş,İç,17674
2022-06-01,Kars,İç,36080
2022-06-01,Kastamonu,İç,4787
2022-06-01,Kayseri,İç,169686
2022-06-01,Kocaeli,İç,0
2022-06-01,Konya,İç,62375
2022-06-01,Malatya,İç,63202
2022-06-01,Mardin,İç,56570
2022-06-01,Muğla Dalaman,İç,186218
2022-06-01,Muğla Milas-Bodrum,İç,266125
2022-06-01,Muş,İç,38388
2022-06-01,Nevşehir Kapadokya,İç,39851
2022-06-01,Ordu-Giresun,İç,70795
2022-06-01,Rize-Artvin,İç,57035
2022-06-01,Samsun Çarşamba,İç,85252
2022-06-01,Siirt,İç,5520
2022-06-01,Sinop,İç,6495
2022-06-01,Sivas,İç,32615
2022-06-01,Tekirdağ Çorlu,İç,2159
2022-06-01,Tokat,İç,9028
2022-06-01,Trabzon,İç,219322
2022-06-01,Uşak,İç,0
2022-06-01,Van,İç,103812
2022-06-01,Zafer,İç,2539
2022-06-01,Zonguldak Çaycuma,İç,1336
2022-06-01,Çanakkale,İç,18467
2022-06-01,İstanbul,İç,1655649
2022-06-01,İstanbul Atatürk,İç,0
2022-06-01,İstanbul Sabiha Gökçen,İç,1367822
2022-06-01,İzmir Adnan Menderes,İç,565990
2022-06-01,Şanlıurfa GAP,İç,58272
2022-06-01,Şırnak,İç,26905
2022-05-01,Adana,İç,309333
2022-05-01,Adıyaman,İç,14922
2022-05-01,Alanya Gazipaşa,İç,42336
2022-05-01,Amasya Merzifon,İç,7365
2022-05-01,Ankara Esenboğa,İç,565716
2022-05-01,Antalya,İç,552728
2022-05-01,Aydın,İç,0
2022-05-01,Ağrı,İç,19228
2022-05-01,Balıkesir Edremit,İç,18812
2022-05-01,Balıkesir Merkez,İç,0
2022-05-01,Batman,İç,39287
2022-05-01,Bingöl,İç,6742
2022-05-01,Bursa Yenişehir,İç,8465
2022-05-01,Denizli Çardak,İç,32104
2022-05-01,Diyarbakır,İç,146811
2022-05-01,Elazığ,İç,60915
2022-05-01,Erzincan,İç,27693
2022-05-01,Erzurum,İç,65108
2022-05-01,Eskişehir,İç,0
2022-05-01,Gaziantep,İç,197487
2022-05-01,Gökçeada,İç,0
2022-05-01,Hakkari Yüksekova,İç,11767
2022-05-01,Hatay,İç,88979
2022-05-01,Isparta,İç,4239
2022-05-01,Iğdır,İç,17576
2022-05-01,Kahramanmaraş,İç,17723
2022-05-01,Kars,İç,38072
2022-05-01,Kastamonu,İç,3869
2022-05-01,Kayseri,İç,170603
2022-05-01,Kocaeli,İç,0
2022-05-01,Konya,İç,57774
2022-05-01,Malatya,İç,58478
2022-05-01,Mardin,İç,65318
2022-05-01,Muğla Dalaman,İç,142929
2022-05-01,Muğla Milas-Bodrum,İç,188960
2022-05-01,Muş,İç,35044
2022-05-01,Nevşehir Kapadokya,İç,44662
2022-05-01,Ordu-Giresun,İç,71358
2022-05-01,Rize-Artvin,İç,24270
2022-05-01,Samsun Çarşamba,İç,90700
2022-05-01,Siirt,İç,4193
2022-05-01,Sinop,İç,6451
2022-05-01,Sivas,İç,33466
2022-05-01,Tekirdağ Çorlu,İç,2043
2022-05-01,Tokat,İç,9319
2022-05-01,Trabzon,İç,237385
2022-05-01,Uşak,İç,0
2022-05-01,Van,İç,111809
2022-05-01,Zafer,İç,2471
2022-05-01,Zonguldak Çaycuma,İç,1423
2022-05-01,Çanakkale,İç,14311
2022-05-01,İstanbul,İç,1530931
2022-05-01,İstanbul Atatürk,İç,0
2022-05-01,İstanbul Sabiha Gökçen,İç,1333238
2022-05-01,İzmir Adnan Menderes,İç,561654
2022-05-01,Şanlıurfa GAP,İç,60616
2022-05-01,Şırnak,İç,24460
2022-04-01,Adana,İç,238322
2022-04-01,Adıyaman,İç,11001
2022-04-01,Alanya Gazipaşa,İç,30970
2022-04-01,Amasya Merzifon,İç,6152
2022-04-01,Ankara Esenboğa,İç,504227
2022-04-01,Antalya,İç,366878
2022-04-01,Aydın,İç,0
2022-04-01,Ağrı,İç,15752
2022-04-01,Balıkesir Edremit,İç,12934
2022-04-01,Balıkesir Merkez,İç,0
2022-04-01,Batman,İç,30887
2022-04-01,Bingöl,İç,8626
2022-04-01,Bursa Yenişehir,İç,6280
2022-04-01,Denizli Çardak,İç,28137
2022-04-01,Diyarbakır,İç,107320
2022-04-01,Elazığ,İç,42168
2022-04-01,Erzincan,İç,17366
2022-04-01,Erzurum,İç,52232
2022-04-01,Eskişehir,İç,0
2022-04-01,Gaziantep,İç,137665
2022-04-01,Gökçeada,İç,0
2022-04-01,Hakkari Yüksekova,İç,11173
2022-04-01,Hatay,İç,72832
2022-04-01,Isparta,İç,3196
2022-04-01,Iğdır,İç,12488
2022-04-01,Kahramanmaraş,İç,12306
2022-04-01,Kars,İç,29757
2022-04-01,Kastamonu,İç,3465
2022-04-01,Kayseri,İç,119030
2022-04-01,Kocaeli,İç,0
2022-04-01,Konya,İç,37985
2022-04-01,Malatya,İç,44917
2022-04-01,Mardin,İç,45465
2022-04-01,Muğla Dalaman,İç,91899
2022-04-01,Muğla Milas-Bodrum,İç,121213
2022-04-01,Muş,İç,23642
2022-04-01,Nevşehir Kapadokya,İç,35950
2022-04-01,Ordu-Giresun,İç,47576
2022-04-01,Samsun Çarşamba,İç,73265
2022-04-01,Siirt,İç,4003
2022-04-01,Sinop,İç,3875
2022-04-01,Sivas,İç,27460
2022-04-01,Tekirdağ Çorlu,İç,2004
2022-04-01,Tokat,İç,8416
2022-04-01,Trabzon,İç,170886
2022-04-01,Uşak,İç,0
2022-04-01,Van,İç,89860
2022-04-01,Zafer,İç,1605
2022-04-01,Zonguldak Çaycuma,İç,750
2022-04-01,Çanakkale,İç,5995
2022-04-01,İstanbul,İç,1087594
2022-04-01,İstanbul Atatürk,İç,0
2022-04-01,İstanbul Sabiha Gökçen,İç,1064823
2022-04-01,İzmir Adnan Menderes,İç,458284
2022-04-01,Şanlıurfa GAP,İç,41190
2022-04-01,Şırnak,İç,21759
2022-03-01,Adana,İç,259949
2022-03-01,Adıyaman,İç,13525
2022-03-01,Alanya Gazipaşa,İç,24169
2022-03-01,Amasya Merzifon,İç,6453
2022-03-01,Ankara Esenboğa,İç,563072
2022-03-01,Antalya,İç,433396
2022-03-01,Aydın,İç,0
2022-03-01,Ağrı,İç,15254
2022-03-01,Balıkesir Edremit,İç,10431
2022-03-01,Balıkesir Merkez,İç,0
2022-03-01,Batman,İç,35543
2022-03-01,Bingöl,İç,9935
2022-03-01,Bursa Yenişehir,İç,8074
2022-03-01,Denizli Çardak,İç,26449
2022-03-01,Diyarbakır,İç,121654
2022-03-01,Elazığ,İç,44310
2022-03-01,Erzincan,İç,17213
2022-03-01,Erzurum,İç,72673
2022-03-01,Eskişehir,İç,0
2022-03-01,Gaziantep,İç,161831
2022-03-01,Gökçeada,İç,0
2022-03-01,Hakkari Yüksekova,İç,7099
2022-03-01,Hatay,İç,71668
2022-03-01,Isparta,İç,3556
2022-03-01,Iğdır,İç,13614
2022-03-01,Kahramanmaraş,İç,12454
2022-03-01,Kars,İç,43382
2022-03-01,Kastamonu,İç,3209
2022-03-01,Kayseri,İç,116303
2022-03-01,Kocaeli,İç,0
2022-03-01,Konya,İç,45689
2022-03-01,Malatya,İç,46375
2022-03-01,Mardin,İç,50715
2022-03-01,Muğla Dalaman,İç,61285
2022-03-01,Muğla Milas-Bodrum,İç,78343
2022-03-01,Muş,İç,26250
2022-03-01,Nevşehir Kapadokya,İç,28048
2022-03-01,Ordu-Giresun,İç,52743
2022-03-01,Samsun Çarşamba,İç,83365
2022-03-01,Siirt,İç,1479
2022-03-01,Sinop,İç,4268
2022-03-01,Sivas,İç,30222
2022-03-01,Tekirdağ Çorlu,İç,1843
2022-03-01,Tokat,İç,2123
2022-03-01,Trabzon,İç,172448
2022-03-01,Uşak,İç,0
2022-03-01,Van,İç,115981
2022-03-01,Zafer,İç,2207
2022-03-01,Zonguldak Çaycuma,İç,665
2022-03-01,Çanakkale,İç,6891
2022-03-01,İstanbul,İç,1082787
2022-03-01,İstanbul Atatürk,İç,0
2022-03-01,İstanbul Sabiha Gökçen,İç,1135351
2022-03-01,İzmir Adnan Menderes,İç,470661
2022-03-01,Şanlıurfa GAP,İç,48864
2022-03-01,Şırnak,İç,24263
2022-02-01,Adana,İç,241781
2022-02-01,Adıyaman,İç,14570
2022-02-01,Alanya Gazipaşa,İç,21569
2022-02-01,Amasya Merzifon,İç,7381
2022-02-01,Ankara Esenboğa,İç,480746
2022-02-01,Antalya,İç,334699
2022-02-01,Aydın,İç,0
2022-02-01,Ağrı,İç,15591
2022-02-01,Balıkesir Edremit,İç,10419
2022-02-01,Balıkesir Merkez,İç,0
2022-02-01,Batman,İç,35364
2022-02-01,Bingöl,İç,10071
2022-02-01,Bursa Yenişehir,İç,7054
2022-02-01,Denizli Çardak,İç,26733
2022-02-01,Diyarbakır,İç,111057
2022-02-01,Elazığ,İç,42068
2022-02-01,Erzincan,İç,18661
2022-02-01,Erzurum,İç,85195
2022-02-01,Eskişehir,İç,0
2022-02-01,Gaziantep,İç,150404
2022-02-01,Gökçeada,İç,0
2022-02-01,Hakkari Yüksekova,İç,4090
2022-02-01,Hatay,İç,67658
2022-02-01,Isparta,İç,4088
2022-02-01,Iğdır,İç,13927
2022-02-01,Kahramanmaraş,İç,12851
2022-02-01,Kars,İç,50736
2022-02-01,Kastamonu,İç,4427
2022-02-01,Kayseri,İç,109513
2022-02-01,Kocaeli,İç,0
2022-02-01,Konya,İç,42334
2022-02-01,Malatya,İç,45135
2022-02-01,Mardin,İç,46124
2022-02-01,Muğla Dalaman,İç,54283
2022-02-01,Muğla Milas-Bodrum,İç,71111
2022-02-01,Muş,İç,25008
2022-02-01,Nevşehir Kapadokya,İç,21874
2022-02-01,Ordu-Giresun,İç,58195
2022-02-01,Samsun Çarşamba,İç,82979
2022-02-01,Siirt,İç,3396
2022-02-01,Sinop,İç,4899
2022-02-01,Sivas,İç,28004
2022-02-01,Tekirdağ Çorlu,İç,1576
2022-02-01,Tokat,İç,0
2022-02-01,Trabzon,İç,174674
2022-02-01,Uşak,İç,0
2022-02-01,Van,İç,99988
2022-02-01,Zafer,İç,2444
2022-02-01,Zonguldak Çaycuma,İç,965
2022-02-01,Çanakkale,İç,5130
2022-02-01,İstanbul,İç,965000
2022-02-01,İstanbul Atatürk,İç,0
2022-02-01,İstanbul Sabiha Gökçen,İç,1081129
2022-02-01,İzmir Adnan Menderes,İç,448327
2022-02-01,Şanlıurfa GAP,İç,45179
2022-02-01,Şırnak,İç,21301
2022-01-01,Adana,İç,246346
2022-01-01,Adıyaman,İç,11146
2022-01-01,Alanya Gazipaşa,İç,18586
2022-01-01,Amasya Merzifon,İç,6263
2022-01-01,Ankara Esenboğa,İç,476985
2022-01-01,Antalya,İç,358913
2022-01-01,Aydın,İç,0
2022-01-01,Ağrı,İç,11624
2022-01-01,Balıkesir Edremit,İç,10796
2022-01-01,Balıkesir Merkez,İç,0
2022-01-01,Batman,İç,33797
2022-01-01,Bingöl,İç,8109
2022-01-01,Bursa Yenişehir,İç,7067
2022-01-01,Denizli Çardak,İç,22203
2022-01-01,Diyarbakır,İç,108120
2022-01-01,Elazığ,İç,39625
2022-01-01,Erzincan,İç,15623
2022-01-01,Erzurum,İç,85442
2022-01-01,Eskişehir,İç,0
2022-01-01,Gaziantep,İç,127315
2022-01-01,Gökçeada,İç,0
2022-01-01,Hakkari Yüksekova,İç,3085
2022-01-01,Hatay,İç,68223
2022-01-01,Isparta,İç,4535
2022-01-01,Iğdır,İç,12943
2022-01-01,Kahramanmaraş,İç,9078
2022-01-01,Kars,İç,48574
2022-01-01,Kastamonu,İç,2286
2022-01-01,Kayseri,İç,102861
2022-01-01,Kocaeli,İç,0
2022-01-01,Konya,İç,38450
2022-01-01,Malatya,İç,46189
2022-01-01,Mardin,İç,42347
2022-01-01,Muğla Dalaman,İç,50998
2022-01-01,Muğla Milas-Bodrum,İç,67750
2022-01-01,Muş,İç,23337
2022-01-01,Nevşehir Kapadokya,İç,19233
2022-01-01,Ordu-Giresun,İç,55826
2022-01-01,Samsun Çarşamba,İç,85190
2022-01-01,Siirt,İç,2220
2022-01-01,Sinop,İç,4747
2022-01-01,Sivas,İç,26708
2022-01-01,Tekirdağ Çorlu,İç,1933
2022-01-01,Tokat,İç,0
2022-01-01,Trabzon,İç,168442
2022-01-01,Uşak,İç,0
2022-01-01,Van,İç,102021
2022-01-01,Zafer,İç,2556
2022-01-01,Zonguldak Çaycuma,İç,425
2022-01-01,Çanakkale,İç,5207
2022-01-01,İstanbul,İç,893628
2022-01-01,İstanbul Atatürk,İç,0
2022-01-01,İstanbul Sabiha Gökçen,İç,1017966
2022-01-01,İzmir Adnan Menderes,İç,447309
2022-01-01,Şanlıurfa GAP,İç,37039
2022-01-01,Şırnak,İç,22749
2021-12-01,Adana,İç,264959
2021-12-01,Adıyaman,İç,13710
2021-12-01,Alanya Gazipaşa,İç,22155
2021-12-01,Amasya Merzifon,İç,6672
2021-12-01,Ankara Esenboğa,İç,519608
2021-12-01,Antalya,İç,357651
2021-12-01,Aydın,İç,0
2021-12-01,Ağrı,İç,12661
2021-12-01,Balıkesir Edremit,İç,9940
2021-12-01,Balıkesir Merkez,İç,0
2021-12-01,Batman,İç,35769
2021-12-01,Bingöl,İç,9020
2021-12-01,Bursa Yenişehir,İç,6088
2021-12-01,Denizli Çardak,İç,27208
2021-12-01,Diyarbakır,İç,112452
2021-12-01,Elazığ,İç,45739
2021-12-01,Erzincan,İç,17538
2021-12-01,Erzurum,İç,69784
2021-12-01,Eskişehir,İç,0
2021-12-01,Gaziantep,İç,159080
2021-12-01,Gökçeada,İç,0
2021-12-01,Hakkari Yüksekova,İç,6626
2021-12-01,Hatay,İç,70730
2021-12-01,Isparta,İç,4034
2021-12-01,Iğdır,İç,14109
2021-12-01,Kahramanmaraş,İç,12581
2021-12-01,Kars,İç,36362
2021-12-01,Kastamonu,İç,2213
2021-12-01,Kayseri,İç,110315
2021-12-01,Kocaeli,İç,0
2021-12-01,Konya,İç,47027
2021-12-01,Malatya,İç,49872
2021-12-01,Mardin,İç,41451
2021-12-01,Muğla Dalaman,İç,54058
2021-12-01,Muğla Milas-Bodrum,İç,75734
2021-12-01,Muş,İç,25773
2021-12-01,Nevşehir Kapadokya,İç,24512
2021-12-01,Ordu-Giresun,İç,61185
2021-12-01,Samsun Çarşamba,İç,84446
2021-12-01,Siirt,İç,2617
2021-12-01,Sinop,İç,4516
2021-12-01,Sivas,İç,29941
2021-12-01,Tekirdağ Çorlu,İç,1877
2021-12-01,Tokat,İç,0
2021-12-01,Trabzon,İç,181577
2021-12-01,Uşak,İç,0
2021-12-01,Van,İç,94444
2021-12-01,Zafer,İç,2194
2021-12-01,Zonguldak Çaycuma,İç,699
2021-12-01,Çanakkale,İç,5509
2021-12-01,İstanbul,İç,970631
2021-12-01,İstanbul Atatürk,İç,0
2021-12-01,İstanbul Sabiha Gökçen,İç,1134869
2021-12-01,İzmir Adnan Menderes,İç,484184
2021-12-01,Şanlıurfa GAP,İç,49142
2021-12-01,Şırnak,İç,24412
2021-11-01,Adana,İç,296612
2021-11-01,Adıyaman,İç,14406
2021-11-01,Alanya Gazipaşa,İç,27321
2021-11-01,Amasya Merzifon,İç,7678
2021-11-01,Ankara Esenboğa,İç,539991
2021-11-01,Antalya,İç,468657
2021-11-01,Aydın,İç,0
2021-11-01,Ağrı,İç,22629
2021-11-01,Balıkesir Edremit,İç,11869
2021-11-01,Balıkesir Merkez,İç,0
2021-11-01,Batman,İç,45597
2021-11-01,Bingöl,İç,13994
2021-11-01,Bursa Yenişehir,İç,7733
2021-11-01,Denizli Çardak,İç,29946
2021-11-01,Diyarbakır,İç,136687
2021-11-01,Elazığ,İç,2967
2021-11-01,Erzincan,İç,22702
2021-11-01,Erzurum,İç,67104
2021-11-01,Eskişehir,İç,0
2021-11-01,Gaziantep,İç,174595
2021-11-01,Gökçeada,İç,0
2021-11-01,Hakkari Yüksekova,İç,11650
2021-11-01,Hatay,İç,82159
2021-11-01,Isparta,İç,5058
2021-11-01,Iğdır,İç,13996
2021-11-01,Kahramanmaraş,İç,15458
2021-11-01,Kars,İç,38035
2021-11-01,Kastamonu,İç,3409
2021-11-01,Kayseri,İç,125686
2021-11-01,Kocaeli,İç,91
2021-11-01,Konya,İç,51475
2021-11-01,Malatya,İç,85209
2021-11-01,Mardin,İç,49412
2021-11-01,Muğla Dalaman,İç,72861
2021-11-01,Muğla Milas-Bodrum,İç,93119
2021-11-01,Muş,İç,29652
2021-11-01,Nevşehir Kapadokya,İç,28209
2021-11-01,Ordu-Giresun,İç,70388
2021-11-01,Samsun Çarşamba,İç,94809
2021-11-01,Siirt,İç,3902
2021-11-01,Sinop,İç,6340
2021-11-01,Sivas,İç,37441
2021-11-01,Tekirdağ Çorlu,İç,2709
2021-11-01,Tokat,İç,0
2021-11-01,Trabzon,İç,210020
2021-11-01,Uşak,İç,0
2021-11-01,Van,İç,103978
2021-11-01,Zafer,İç,2614
2021-11-01,Zonguldak Çaycuma,İç,957
2021-11-01,Çanakkale,İç,5570
2021-11-01,İstanbul,İç,1016827
2021-11-01,İstanbul Atatürk,İç,0
2021-11-01,İstanbul Sabiha Gökçen,İç,1353438
2021-11-01,İzmir Adnan Menderes,İç,555273
2021-11-01,Şanlıurfa GAP,İç,57039
2021-11-01,Şırnak,İç,26402
2021-10-01,Adana,İç,303325
2021-10-01,Adıyaman,İç,14797
2021-10-01,Alanya Gazipaşa,İç,50810
2021-10-01,Amasya Merzifon,İç,9941
2021-10-01,Ankara Esenboğa,İç,558342
2021-10-01,Antalya,İç,555312
2021-10-01,Aydın,İç,0
2021-10-01,Ağrı,İç,22120
2021-10-01,Balıkesir Edremit,İç,23933
2021-10-01,Balıkesir Merkez,İç,0
2021-10-01,Batman,İç,43728
2021-10-01,Bingöl,İç,13883
2021-10-01,Bursa Yenişehir,İç,8130
2021-10-01,Denizli Çardak,İç,31607
2021-10-01,Diyarbakır,İç,140864
2021-10-01,Elazığ,İç,24512
2021-10-01,Erzincan,İç,26871
2021-10-01,Erzurum,İç,69420
2021-10-01,Eskişehir,İç,0
