tarih,uyruk,ziyaretci_sayisi
2020-04-01,Moldova,3
2020-04-01,Tayvan,3
2020-04-01,Bolivya,2
2020-04-01,Gambiya,2
2020-04-01,İsviçre,2
2020-04-01,Nijerya,2
2020-04-01,Özbekistan,2
2020-04-01,Diğer,33
2020-03-01,Almanya,35460
2020-03-01,Rusya,32709
2020-03-01,Birleşik Krallık,16118
2020-03-01,Fransa,15484
2020-03-01,Cezayir,13984
2020-03-01,Ukrayna,13795
2020-03-01,ABD,12131
2020-03-01,Hollanda,9704
2020-03-01,Özbekistan,9391
2020-03-01,Libya,8855
2020-03-01,Fas,7985
2020-03-01,Tunus,7843
2020-03-01,Azerbaycan,7253
2020-03-01,Kazakistan,6933
2020-03-01,Lübnan,6581
2020-03-01,Ürdün,5905
2020-03-01,Suriye,5669
2020-03-01,İspanya,5217
2020-03-01,Romanya,5057
2020-03-01,Belçika,4969
2020-03-01,İsrail,4821
2020-03-01,Mısır,4467
2020-03-01,Avusturya,4260
2020-03-01,Kırgızistan,4182
2020-03-01,Kuveyt,3942
2020-03-01,Bulgaristan,3778
2020-03-01,Malezya,3658
2020-03-01,Hindistan,3602
2020-03-01,İsveç,3563
2020-03-01,Suudi Arabistan,3530
2020-03-01,Pakistan,3471
2020-03-01,İsviçre,3360
2020-03-01,Kosova,3181
2020-03-01,Kanada,3004
2020-03-01,Yunanistan,2773
2020-03-01,Afganistan,2735
2020-03-01,Kuzey Kıbrıs,2604
2020-03-01,Endonezya,2399
2020-03-01,Bosna Hersek,2389
2020-03-01,Meksika,2389
2020-03-01,Japonya,2357
2020-03-01,Danimarka,2321
2020-03-01,Sırbistan,2193
2020-03-01,Brezilya,2101
2020-03-01,Arnavutluk,2075
2020-03-01,Gürcistan,2065
2020-03-01,Nijerya,1980
2020-03-01,Polonya,1893
2020-03-01,Tacikistan,1845
2020-03-01,Tayvan,1775
2020-03-01,Avustralya,1746
2020-03-01,Irak,1713
2020-03-01,Hırvatistan,1677
2020-03-01,Belarus,1597
2020-03-01,Milliyetsiz (Haymatlos),1569
2020-03-01,Diğer,46043
2020-02-01,Almanya,74681
2020-02-01,İran,59713
2020-02-01,Rusya,54658
2020-02-01,Irak,43188
2020-02-01,Fransa,39379
2020-02-01,Birleşik Krallık,34701
2020-02-01,Hollanda,25169
2020-02-01,Ukrayna,23449
2020-02-01,ABD,22044
2020-02-01,Kuveyt,20087
2020-02-01,Özbekistan,19827
2020-02-01,İsrail,19302
2020-02-01,Azerbaycan,18908
2020-02-01,Libya,18238
2020-02-01,Cezayir,17116
2020-02-01,Kazakistan,16280
2020-02-01,İtalya,15918
2020-02-01,Türkmenistan,15539
2020-02-01,Fas,15300
2020-02-01,Ürdün,14861
2020-02-01,Lübnan,13992
2020-02-01,Suudi Arabistan,13967
2020-02-01,Suriye,13710
2020-02-01,İspanya,13154
2020-02-01,Tunus,12672
2020-02-01,Güney Kore,12460
2020-02-01,Belçika,12194
2020-02-01,Avusturya,11670
2020-02-01,Endonezya,11154
2020-02-01,Kuzey Kıbrıs,10912
2020-02-01,Mısır,10403
2020-02-01,İsveç,10110
2020-02-01,Romanya,9971
2020-02-01,Hindistan,9730
2020-02-01,İsviçre,9518
2020-02-01,Yunanistan,9357
2020-02-01,Kırgızistan,7872
2020-02-01,Pakistan,7611
2020-02-01,Bulgaristan,7140
2020-02-01,Japonya,6814
2020-02-01,Danimarka,6579
2020-02-01,Kosova,6475
2020-02-01,Kanada,6016
2020-02-01,Katar,5294
2020-02-01,Malezya,5148
2020-02-01,Çin,4988
2020-02-01,Gürcistan,4888
2020-02-01,Tayvan,4848
2020-02-01,Brezilya,4632
2020-02-01,Sırbistan,4560
2020-02-01,Milliyetsiz (Haymatlos),4337
2020-02-01,Polonya,4280
2020-02-01,Tacikistan,4214
2020-02-01,Afganistan,4208
2020-02-01,Arnavutluk,4136
2020-02-01,Diğer,104779
2020-01-01,İran,74783
2020-01-01,Rusya,63489
2020-01-01,Almanya,61010
2020-01-01,Suudi Arabistan,42936
2020-01-01,Irak,37048
2020-01-01,Kuveyt,34865
2020-01-01,Birleşik Krallık,30525
2020-01-01,Fransa,28644
2020-01-01,İsrail,28364
2020-01-01,ABD,25788
2020-01-01,Ukrayna,22279
2020-01-01,Çin,20679
2020-01-01,Azerbaycan,18784
2020-01-01,Hollanda,18772
2020-01-01,İtalya,18504
2020-01-01,Ürdün,17727
2020-01-01,Türkmenistan,17641
2020-01-01,Güney Kore,17379
2020-01-01,Özbekistan,16426
2020-01-01,Fas,16308
2020-01-01,Kazakistan,15683
2020-01-01,Libya,15280
2020-01-01,Endonezya,13818
2020-01-01,Tunus,13810
2020-01-01,Suriye,13596
2020-01-01,Cezayir,13148
2020-01-01,Lübnan,12367
2020-01-01,İspanya,12126
2020-01-01,Mısır,11962
2020-01-01,Romanya,10321
2020-01-01,İsveç,9868
2020-01-01,Belçika,9583
2020-01-01,Avusturya,9108
2020-01-01,Yunanistan,9040
2020-01-01,Kırgızistan,8860
2020-01-01,Bulgaristan,8285
2020-01-01,Hindistan,8229
2020-01-01,Bahreyn,8188
2020-01-01,Pakistan,7000
2020-01-01,Brezilya,6679
2020-01-01,İsviçre,6437
2020-01-01,Kosova,6317
2020-01-01,Kuzey Kıbrıs,6304
2020-01-01,Japonya,6289
2020-01-01,Kanada,6100
2020-01-01,Malezya,6081
2020-01-01,Umman,5536
2020-01-01,Tayvan,5531
2020-01-01,Katar,5417
2020-01-01,Danimarka,4957
2020-01-01,Gürcistan,4605
2020-01-01,Arnavutluk,4594
2020-01-01,Milliyetsiz (Haymatlos),4467
2020-01-01,Polonya,4417
2020-01-01,Sırbistan,4402
2020-01-01,Diğer,106678
2019-12-01,Rusya,61843
2019-12-01,Almanya,78245
2019-12-01,Fransa,36787
2019-12-01,Ukrayna,23195
2019-12-01,İran,76269
2019-12-01,Birleşik Krallık,33621
2019-12-01,Kuveyt,21624
2019-12-01,İsrail,32045
2019-12-01,Libya,21673
2019-12-01,Hollanda,21595
2019-12-01,Azerbaycan,19717
2019-12-01,ABD,32893
2019-12-01,Özbekistan,16402
2019-12-01,Kazakistan,14790
2019-12-01,Lübnan,16638
2019-12-01,Irak,44079
2019-12-01,Ürdün,17547
2019-12-01,Mısır,12842
2019-12-01,İsviçre,9455
2019-12-01,İsveç,11359
2019-12-01,Kosova,5993
2019-12-01,Romanya,10149
2019-12-01,Pakistan,9774
2019-12-01,Suriye,16291
2019-12-01,Belçika,11221
2019-12-01,İtalya,21994
2019-12-01,Fas,16212
2019-12-01,Avusturya,12113
2019-12-01,Kırgızistan,7952
2019-12-01,Arnavutluk,4635
2019-12-01,Sırbistan,4328
2019-12-01,Bosna Hersek,3821
2019-12-01,İspanya,18441
2019-12-01,Belarus,2486
2019-12-01,Tunus,17618
2019-12-01,Moldova,2375
2019-12-01,Katar,14352
2019-12-01,Bulgaristan,8395
2019-12-01,Milliyetsiz (Haymatlos),6398
2019-12-01,Danimarka,5245
2019-12-01,Kanada,6964
2019-12-01,Filipinler,4706
2019-12-01,Gürcistan,4459
2019-12-01,Kuzey Makedonya,2449
2019-12-01,Polonya,3816
2019-12-01,Somali,2063
2019-12-01,Afganistan,4747
2019-12-01,Brezilya,6516
2019-12-01,Nijerya,2946
2019-12-01,Hindistan,15045
2019-12-01,Filistin,4136
2019-12-01,Çin,20000
2019-12-01,Etiyopya,2316
2019-12-01,Sudan,1445
2019-12-01,Endonezya,14948
2019-12-01,Diğer,228947
2019-11-01,Rusya,73559
2019-11-01,Almanya,68201
2019-11-01,Fransa,35453
2019-11-01,Ukrayna,27142
2019-11-01,İran,72187
2019-11-01,Birleşik Krallık,34883
2019-11-01,Kuveyt,18247
2019-11-01,İsrail,27112
2019-11-01,Libya,17871
2019-11-01,Hollanda,20161
2019-11-01,Azerbaycan,20168
2019-11-01,ABD,30188
2019-11-01,Özbekistan,20023
2019-11-01,Kazakistan,14866
2019-11-01,Lübnan,17096
2019-11-01,Irak,37218
2019-11-01,Ürdün,19154
2019-11-01,Mısır,11298
2019-11-01,İsviçre,8312
2019-11-01,İsveç,10508
2019-11-01,Kosova,7183
2019-11-01,Romanya,11853
2019-11-01,Pakistan,9376
2019-11-01,Suriye,12844
2019-11-01,Belçika,11216
2019-11-01,İtalya,21929
2019-11-01,Fas,17941
2019-11-01,Avusturya,9890
2019-11-01,Kırgızistan,8719
2019-11-01,Arnavutluk,5367
2019-11-01,Sırbistan,5436
2019-11-01,Bosna Hersek,4534
2019-11-01,İspanya,16506
2019-11-01,Belarus,3197
2019-11-01,Tunus,13246
2019-11-01,Moldova,2660
2019-11-01,Katar,3730
2019-11-01,Bulgaristan,7649
2019-11-01,Milliyetsiz (Haymatlos),4385
2019-11-01,Danimarka,5391
2019-11-01,Kanada,7156
2019-11-01,Filipinler,4523
2019-11-01,Gürcistan,5238
2019-11-01,Kuzey Makedonya,2296
2019-11-01,Polonya,5952
2019-11-01,Somali,2169
2019-11-01,Afganistan,3850
2019-11-01,Brezilya,5243
2019-11-01,Nijerya,3755
2019-11-01,Hindistan,13450
2019-11-01,Filistin,3955
2019-11-01,Çin,22423
2019-11-01,Etiyopya,1907
2019-11-01,Sudan,1455
2019-11-01,Endonezya,10748
2019-11-01,Diğer,227553
2019-10-01,Rusya,73987
2019-10-01,Almanya,106995
2019-10-01,Fransa,48666
2019-10-01,Ukrayna,30894
2019-10-01,İran,87121
2019-10-01,Birleşik Krallık,54198
2019-10-01,Kuveyt,18727
2019-10-01,İsrail,25739
2019-10-01,Libya,24916
2019-10-01,Hollanda,25508
2019-10-01,Azerbaycan,18055
2019-10-01,ABD,38063
2019-10-01,Özbekistan,20078
2019-10-01,Kazakistan,17258
2019-10-01,Lübnan,22752
2019-10-01,Irak,49954
2019-10-01,Ürdün,26278
2019-10-01,Mısır,13858
2019-10-01,İsviçre,16791
2019-10-01,İsveç,15998
2019-10-01,Kosova,7960
2019-10-01,Romanya,13615
2019-10-01,Pakistan,10913
2019-10-01,Suriye,13010
2019-10-01,Belçika,11263
2019-10-01,İtalya,28128
2019-10-01,Fas,19753
2019-10-01,Avusturya,12598
2019-10-01,Kırgızistan,8053
2019-10-01,Arnavutluk,4705
2019-10-01,Sırbistan,5261
2019-10-01,Bosna Hersek,6071
2019-10-01,İspanya,22183
2019-10-01,Belarus,3046
2019-10-01,Tunus,15043
2019-10-01,Moldova,2746
2019-10-01,Katar,4809
2019-10-01,Bulgaristan,7771
2019-10-01,Milliyetsiz (Haymatlos),6086
2019-10-01,Danimarka,10231
2019-10-01,Kanada,9620
2019-10-01,Filipinler,4590
2019-10-01,Gürcistan,5212
2019-10-01,Kuzey Makedonya,2825
2019-10-01,Polonya,5959
2019-10-01,Somali,2534
2019-10-01,Afganistan,4694
2019-10-01,Brezilya,9410
2019-10-01,Nijerya,4171
2019-10-01,Hindistan,21014
2019-10-01,Filistin,5429
2019-10-01,Çin,35146
2019-10-01,Etiyopya,2177
2019-10-01,Sudan,1546
2019-10-01,Endonezya,10202
2019-10-01,Diğer,273944
2019-09-01,Rusya,63745
2019-09-01,Almanya,98409
2019-09-01,Birleşik Krallık,43883
2019-09-01,Ukrayna,27418
2019-09-01,Fransa,37877
2019-09-01,Azerbaycan,22176
2019-09-01,Kazakistan,17397
2019-09-01,ABD,42954
2019-09-01,Libya,30095
2019-09-01,İran,92365
2019-09-01,Kuveyt,17196
2019-09-01,İsrail,26878
2019-09-01,Hollanda,21399
2019-09-01,Lübnan,25646
2019-09-01,Mısır,15961
2019-09-01,Özbekistan,21136
2019-09-01,Irak,74871
2019-09-01,Ürdün,32396
2019-09-01,Romanya,12843
2019-09-01,Suriye,14902
2019-09-01,İsviçre,13562
2019-09-01,İsveç,14838
2019-09-01,Kırgızistan,8184
2019-09-01,Pakistan,11662
2019-09-01,Kosova,5806
2019-09-01,İtalya,27294
2019-09-01,Fas,23488
2019-09-01,Avusturya,11813
2019-09-01,İspanya,20957
2019-09-01,Tunus,13566
2019-09-01,Belçika,10799
2019-09-01,Bosna Hersek,5192
2019-09-01,Sırbistan,4736
2019-09-01,Belarus,3210
2019-09-01,Arnavutluk,4150
2019-09-01,Bulgaristan,7897
2019-09-01,Afganistan,7944
2019-09-01,Filipinler,3927
2019-09-01,Polonya,6028
2019-09-01,Kanada,10531
2019-09-01,Moldova,2962
2019-09-01,Katar,3428
2019-09-01,Milliyetsiz (Haymatlos),6951
2019-09-01,Gürcistan,4939
2019-09-01,Kuzey Makedonya,2368
2019-09-01,Danimarka,8249
2019-09-01,Somali,2514
2019-09-01,Etiyopya,2137
2019-09-01,Sudan,1901
2019-09-01,Çin,41216
2019-09-01,Hindistan,17032
2019-09-01,Filistin,5919
2019-09-01,Nijerya,3789
2019-09-01,Endonezya,6798
2019-09-01,Brezilya,10326
2019-09-01,Diğer,283515
2019-08-01,Rusya,55804
2019-08-01,Almanya,118515
2019-08-01,Birleşik Krallık,50631
2019-08-01,Fransa,53880
2019-08-01,Ukrayna,26734
2019-08-01,Azerbaycan,26819
2019-08-01,Hollanda,26548
2019-08-01,ABD,48531
2019-08-01,Kuveyt,61144
2019-08-01,İsrail,32667
2019-08-01,Libya,24839
2019-08-01,İsveç,12923
2019-08-01,Lübnan,26602
2019-08-01,Avusturya,16674
2019-08-01,İran,90853
2019-08-01,Katar,13989
2019-08-01,İtalya,35931
2019-08-01,Mısır,17228
2019-08-01,İsviçre,8747
2019-08-01,Romanya,12508
2019-08-01,Suriye,20349
2019-08-01,Belçika,9917
2019-08-01,Kosova,3725
2019-08-01,İspanya,25866
2019-08-01,Kırgızistan,5944
2019-08-01,Fas,27565
2019-08-01,Bosna Hersek,3588
2019-08-01,Özbekistan,23978
2019-08-01,Ürdün,53968
2019-08-01,Irak,101390
2019-08-01,Arnavutluk,2907
2019-08-01,Belarus,3034
2019-08-01,Bulgaristan,7457
2019-08-01,Pakistan,11337
2019-08-01,Filipinler,5089
2019-08-01,Gürcistan,4918
2019-08-01,Kazakistan,19335
2019-08-01,Tunus,16307
2019-08-01,Kanada,12906
2019-08-01,Sırbistan,3414
2019-08-01,Moldova,3464
2019-08-01,Milliyetsiz (Haymatlos),9448
2019-08-01,Polonya,4917
2019-08-01,Danimarka,5398
2019-08-01,Kuzey Makedonya,1637
2019-08-01,Kuzey Kıbrıs,11504
2019-08-01,Hindistan,13208
2019-08-01,Türkmenistan,31313
2019-08-01,Norveç,3134
2019-08-01,Endonezya,3873
2019-08-01,Çin,36061
2019-08-01,Somali,1634
2019-08-01,İrlanda,3097
2019-08-01,Sudan,1972
2019-08-01,Afganistan,5798
2019-08-01,Diğer,279101
2019-07-01,Almanya,143477
2019-07-01,Birleşik Krallık,53642
2019-07-01,Fransa,64968
2019-07-01,Hollanda,43035
2019-07-01,Ukrayna,25218
2019-07-01,Belçika,16879
2019-07-01,ABD,57524
2019-07-01,Avusturya,24709
2019-07-01,Azerbaycan,22667
2019-07-01,İran,86281
2019-07-01,İsveç,22840
2019-07-01,İsviçre,17882
2019-07-01,Irak,100428
2019-07-01,Rusya,51697
2019-07-01,Lübnan,25506
2019-07-01,Kazakistan,20771
2019-07-01,Filipinler,6395
2019-07-01,Suriye,23332
2019-07-01,Bulgaristan,6868
2019-07-01,Kosova,3991
2019-07-01,İtalya,22898
2019-07-01,Danimarka,12320
2019-07-01,Kanada,14085
2019-07-01,İsrail,30676
2019-07-01,Fas,23623
2019-07-01,Katar,19576
2019-07-01,Libya,23370
2019-07-01,Gürcistan,4687
2019-07-01,Arnavutluk,2896
2019-07-01,Belarus,2860
2019-07-01,Kuzey Makedonya,1820
2019-07-01,Afganistan,5028
2019-07-01,Hindistan,14512
2019-07-01,İspanya,18762
2019-07-01,Bosna Hersek,3549
2019-07-01,Ürdün,50818
2019-07-01,Sırbistan,3198
2019-07-01,Moldova,3053
2019-07-01,Milliyetsiz (Haymatlos),9053
2019-07-01,Norveç,6171
2019-07-01,Kırgızistan,6812
2019-07-01,Polonya,4399
2019-07-01,Kuzey Kıbrıs,10895
2019-07-01,Mısır,18045
2019-07-01,Özbekistan,23789
2019-07-01,Romanya,10271
2019-07-01,Tunus,17196
2019-07-01,Pakistan,14780
2019-07-01,İrlanda,4125
2019-07-01,Çin,38509
2019-07-01,Türkmenistan,31087
2019-07-01,Finlandiya,2448
2019-07-01,Yunanistan,5986
2019-07-01,Hırvatistan,1728
2019-07-01,Brezilya,8369
2019-07-01,Diğer,376815
2019-06-01,Almanya,102802
2019-06-01,Birleşik Krallık,41577
2019-06-01,Hollanda,21364
2019-06-01,Fransa,43700
2019-06-01,Belçika,13413
2019-06-01,Avusturya,13008
2019-06-01,ABD,57594
2019-06-01,Kazakistan,18871
2019-06-01,Irak,65398
2019-06-01,Ukrayna,25362
2019-06-01,Rusya,50087
2019-06-01,Afganistan,4735
2019-06-01,İsveç,20173
2019-06-01,İsviçre,11368
2019-06-01,Bulgaristan,7821
2019-06-01,Azerbaycan,19425
2019-06-01,İran,78623
2019-06-01,Libya,21872
2019-06-01,Suriye,20113
2019-06-01,Filipinler,6039
2019-06-01,Danimarka,6947
2019-06-01,Hindistan,20017
2019-06-01,Bosna Hersek,4033
2019-06-01,Belarus,2599
2019-06-01,Gürcistan,4637
2019-06-01,Kanada,12541
2019-06-01,İtalya,19395
2019-06-01,Ürdün,40605
2019-06-01,Arnavutluk,2958
2019-06-01,İsrail,23709
2019-06-01,Mısır,16050
2019-06-01,Romanya,11185
2019-06-01,Sırbistan,3564
2019-06-01,Özbekistan,21311
2019-06-01,Polonya,4483
2019-06-01,Fas,16877
2019-06-01,Yunanistan,7486
2019-06-01,Norveç,4824
2019-06-01,Kuzey Kıbrıs,8164
2019-06-01,Katar,7291
2019-06-01,Avustralya,10379
2019-06-01,Kosova,4921
2019-06-01,Milliyetsiz (Haymatlos),6143
2019-06-01,İrlanda,3394
2019-06-01,Güney Kore,16202
2019-06-01,İspanya,14965
2019-06-01,Hırvatistan,2293
2019-06-01,Kırgızistan,9241
2019-06-01,Somali,1517
2019-06-01,Kuzey Makedonya,1967
2019-06-01,Endonezya,9546
2019-06-01,Çin,36159
2019-06-01,Filistin,6055
2019-06-01,Türkmenistan,23912
2019-06-01,Macaristan,3786
2019-06-01,Diğer,328801
2019-05-01,Almanya,79782
2019-05-01,Hindistan,22613
2019-05-01,Kırgızistan,9671
2019-05-01,Ukrayna,29699
2019-05-01,Birleşik Krallık,36553
2019-05-01,Filipinler,4056
2019-05-01,Libya,11626
2019-05-01,ABD,36458
2019-05-01,Avustralya,7132
2019-05-01,Brezilya,8166
2019-05-01,İspanya,15343
2019-05-01,Fransa,36078
2019-05-01,Kosova,5012
2019-05-01,Suriye,11953
2019-05-01,Hırvatistan,2740
2019-05-01,Kanada,7936
2019-05-01,Azerbaycan,17497
2019-05-01,Kuzey Kıbrıs,8652
2019-05-01,İran,70384
2019-05-01,Özbekistan,18794
2019-05-01,Yunanistan,8842
2019-05-01,Hollanda,20100
2019-05-01,İtalya,22184
2019-05-01,Afganistan,3155
2019-05-01,Malezya,6757
2019-05-01,Rusya,63348
2019-05-01,Kolombiya,5972
2019-05-01,Bulgaristan,7725
2019-05-01,Güney Kore,16870
2019-05-01,Pakistan,4567
2019-05-01,Tacikistan,2439
2019-05-01,Tunus,6021
2019-05-01,Irak,29595
2019-05-01,Türkmenistan,22790
2019-05-01,Belarus,3229
2019-05-01,Kazakistan,17057
2019-05-01,Singapur,2295
2019-05-01,Çin,37029
2019-05-01,İsveç,13565
2019-05-01,Romanya,12915
2019-05-01,Bosna Hersek,4142
2019-05-01,Mısır,7701
2019-05-01,Moğolistan,1592
2019-05-01,Peru,785
2019-05-01,Şili,2151
2019-05-01,Ürdün,8564
2019-05-01,Avusturya,11715
2019-05-01,Filistin,2280
2019-05-01,Güney Afrika,3578
2019-05-01,Gürcistan,5069
2019-05-01,Belçika,9621
2019-05-01,Bolivya,220
2019-05-01,Danimarka,7287
2019-05-01,Etiyopya,1343
2019-05-01,Fildişi Sahili,270
2019-05-01,Diğer,203891
2019-04-01,Güney Kore,14636
2019-04-01,Birleşik Krallık,45040
2019-04-01,Bulgaristan,7283
2019-04-01,Fransa,52999
2019-04-01,Almanya,102325
2019-04-01,Hindistan,19180
2019-04-01,İsveç,17003
2019-04-01,ABD,35757
2019-04-01,Kanada,9147
2019-04-01,Filipinler,4690
2019-04-01,Libya,18752
2019-04-01,İspanya,21275
2019-04-01,Kazakistan,16349
2019-04-01,Yunanistan,11105
2019-04-01,Hollanda,28848
2019-04-01,Brezilya,5827
2019-04-01,Rusya,65866
2019-04-01,Azerbaycan,16687
2019-04-01,Kırgızistan,10870
2019-04-01,Malezya,15812
2019-04-01,Ürdün,27260
2019-04-01,Suriye,12789
2019-04-01,Mısır,15421
2019-04-01,Pakistan,10425
2019-04-01,Avusturya,7298
2019-04-01,İran,58132
2019-04-01,İtalya,29636
2019-04-01,Bangladeş,1793
2019-04-01,Fas,20923
2019-04-01,Irak,41742
2019-04-01,Ukrayna,32845
2019-04-01,Çin,33583
2019-04-01,Gürcistan,5244
2019-04-01,Norveç,4503
2019-04-01,Senegal,1015
2019-04-01,Arnavutluk,4078
2019-04-01,Belçika,13732
2019-04-01,Belarus,2965
2019-04-01,Cezayir,27251
2019-04-01,Danimarka,9672
2019-04-01,Romanya,12967
2019-04-01,Singapur,2685
2019-04-01,Tunus,16714
2019-04-01,Afganistan,3929
2019-04-01,Ekvador,571
2019-04-01,Hırvatistan,3801
2019-04-01,Kolombiya,5459
2019-04-01,Kosova,6468
2019-04-01,Moldova,2907
2019-04-01,Tayvan,10888
2019-04-01,Bolivya,134
2019-04-01,Gambiya,130
2019-04-01,İsviçre,14687
2019-04-01,Nijerya,2770
2019-04-01,Özbekistan,17393
2019-04-01,Diğer,348607
2019-03-01,Almanya,86593
2019-03-01,Rusya,63266
2019-03-01,Birleşik Krallık,36116
2019-03-01,Fransa,35918
2019-03-01,Cezayir,27843
2019-03-01,Ukrayna,32077
2019-03-01,ABD,34182
2019-03-01,Hollanda,24290
2019-03-01,Özbekistan,16655
2019-03-01,Libya,19405
2019-03-01,Fas,17364
2019-03-01,Tunus,17421
2019-03-01,Azerbaycan,21634
2019-03-01,Kazakistan,16767
2019-03-01,Lübnan,22991
2019-03-01,Ürdün,17523
2019-03-01,Suriye,12285
2019-03-01,İspanya,14048
2019-03-01,Romanya,11944
2019-03-01,Belçika,13184
2019-03-01,İsrail,19782
2019-03-01,Mısır,12054
2019-03-01,Avusturya,10817
2019-03-01,Kırgızistan,8285
2019-03-01,Kuveyt,16762
2019-03-01,Bulgaristan,8048
2019-03-01,Malezya,10930
2019-03-01,Hindistan,13015
2019-03-01,İsveç,12252
2019-03-01,Suudi Arabistan,28670
2019-03-01,Pakistan,9183
2019-03-01,İsviçre,9202
2019-03-01,Kosova,7472
2019-03-01,Kanada,8089
2019-03-01,Yunanistan,11444
2019-03-01,Afganistan,3800
2019-03-01,Kuzey Kıbrıs,7025
2019-03-01,Endonezya,12832
2019-03-01,Bosna Hersek,6023
2019-03-01,Meksika,2986
2019-03-01,Japonya,7295
2019-03-01,Danimarka,6913
2019-03-01,Sırbistan,5055
2019-03-01,Brezilya,7273
2019-03-01,Arnavutluk,5273
2019-03-01,Gürcistan,5733
2019-03-01,Nijerya,2789
2019-03-01,Polonya,4900
2019-03-01,Tacikistan,3781
2019-03-01,Tayvan,11240
2019-03-01,Avustralya,4087
2019-03-01,Irak,45403
2019-03-01,Hırvatistan,3593
2019-03-01,Belarus,3161
2019-03-01,Milliyetsiz (Haymatlos),4566
2019-03-01,Diğer,284352
2019-02-01,Almanya,70429
2019-02-01,İran,62718
2019-02-01,Rusya,50372
2019-02-01,Irak,51195
2019-02-01,Fransa,36566
2019-02-01,Birleşik Krallık,32625
2019-02-01,Hollanda,23774
2019-02-01,Ukrayna,26122
2019-02-01,ABD,21675
2019-02-01,Kuveyt,19528
2019-02-01,Özbekistan,16391
2019-02-01,İsrail,16758
2019-02-01,Azerbaycan,20170
2019-02-01,Libya,21656
2019-02-01,Cezayir,18149
2019-02-01,Kazakistan,14017
2019-02-01,İtalya,16822
2019-02-01,Türkmenistan,20207
2019-02-01,Fas,12097
2019-02-01,Ürdün,15249
2019-02-01,Lübnan,17836
2019-02-01,Suudi Arabistan,18777
2019-02-01,Suriye,11805
2019-02-01,İspanya,11199
2019-02-01,Tunus,10749
2019-02-01,Güney Kore,13827
2019-02-01,Belçika,10078
2019-02-01,Avusturya,11396
2019-02-01,Endonezya,10195
2019-02-01,Kuzey Kıbrıs,11815
2019-02-01,Mısır,11092
2019-02-01,İsveç,10489
2019-02-01,Romanya,9921
2019-02-01,Hindistan,8030
2019-02-01,İsviçre,8449
2019-02-01,Yunanistan,8555
2019-02-01,Kırgızistan,8394
2019-02-01,Pakistan,6563
2019-02-01,Bulgaristan,7423
2019-02-01,Japonya,7120
2019-02-01,Danimarka,6396
2019-02-01,Kosova,6141
2019-02-01,Kanada,5753
2019-02-01,Katar,5410
2019-02-01,Malezya,9147
2019-02-01,Çin,27704
2019-02-01,Gürcistan,5160
2019-02-01,Tayvan,7001
2019-02-01,Brezilya,4851
2019-02-01,Sırbistan,4946
2019-02-01,Milliyetsiz (Haymatlos),4339
2019-02-01,Polonya,4675
2019-02-01,Tacikistan,3662
2019-02-01,Afganistan,3808
2019-02-01,Arnavutluk,4112
2019-02-01,Diğer,101351
2019-01-01,İran,61109
2019-01-01,Rusya,48145
2019-01-01,Almanya,55788
2019-01-01,Suudi Arabistan,22876
2019-01-01,Irak,35871
2019-01-01,Kuveyt,29987
2019-01-01,Birleşik Krallık,27027
2019-01-01,Fransa,25777
2019-01-01,İsrail,20096
2019-01-01,ABD,24090
2019-01-01,Ukrayna,25070
2019-01-01,Çin,22507
2019-01-01,Azerbaycan,19186
2019-01-01,Hollanda,17829
2019-01-01,İtalya,17146
2019-01-01,Ürdün,16149
2019-01-01,Türkmenistan,20046
2019-01-01,Güney Kore,15198
2019-01-01,Özbekistan,14781
2019-01-01,Fas,13647
2019-01-01,Kazakistan,12553
2019-01-01,Libya,18392
2019-01-01,Endonezya,14697
2019-01-01,Tunus,11522
2019-01-01,Suriye,12048
2019-01-01,Cezayir,16667
2019-01-01,Lübnan,14704
2019-01-01,İspanya,11188
2019-01-01,Mısır,11808
2019-01-01,Romanya,9057
2019-01-01,İsveç,8605
2019-01-01,Belçika,8291
2019-01-01,Avusturya,8486
2019-01-01,Yunanistan,8184
2019-01-01,Kırgızistan,8649
2019-01-01,Bulgaristan,8035
2019-01-01,Hindistan,6385
2019-01-01,Bahreyn,10886
2019-01-01,Pakistan,7037
2019-01-01,Brezilya,5939
2019-01-01,İsviçre,5957
2019-01-01,Kosova,5825
2019-01-01,Kuzey Kıbrıs,6321
2019-01-01,Japonya,5625
2019-01-01,Kanada,5799
2019-01-01,Malezya,5559
2019-01-01,Umman,5436
2019-01-01,Tayvan,7707
2019-01-01,Katar,5979
2019-01-01,Danimarka,4510
2019-01-01,Gürcistan,4771
2019-01-01,Arnavutluk,4021
2019-01-01,Milliyetsiz (Haymatlos),3830
2019-01-01,Polonya,4028
2019-01-01,Sırbistan,4460
2019-01-01,Diğer,93663
2024-07-01,Rusya,192018
2024-07-01,Almanya,153861
2024-07-01,ABD,114412
2024-07-01,Suudi Arabistan,108983
2024-07-01,İran,101146
2024-07-01,Birleşik Krallık,84542
2024-07-01,Fransa,71506
2024-07-01,Özbekistan,51292
2024-07-01,Hollanda,47661
2024-07-01,Irak,44314
2024-07-01,İtalya,42517
2024-07-01,Çin,38950
2024-07-01,Kazakistan,36630
2024-07-01,Azerbaycan,32751
2024-07-01,İspanya,29719
2024-07-01,Ürdün,29709
2024-07-01,Kuveyt,28743
2024-07-01,Cezayir,28170
2024-07-01,Avusturya,25559
